"name"	"gender"	"age"	"competition"	"stage_name"	"stage_num"	"date"	"order_stage"	"order_day"	"order_session"	"local_time"	"got_through"
"Zhu Yuanheng"	"M"	18	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	23	7	3	08:30:00 PM	0
"Klyuchko Alexander"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	24	8	4	09:05:00 PM	1
"Korchagin Stanislav"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	1	1	1	02:00:00 PM	0
"Khachikyan Konstantin"	"M"	27	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	2	2	2	03:00:00 PM	1
"Tarasevich-Nikolayev Arseny"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	3	3	3	04:30:00 PM	1
"Zhang Boao"	"M"	19	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	4	4	4	05:30:00 PM	0
"Bessonov Ivan"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	5	5	5	07:00:00 PM	1
"Iatcekiw Estefan Vergara"	"M"	18	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	6	6	6	08:00:00 PM	1
"Papoyan Ilya"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/19/22	7	7	7	09:15:00 PM	1
"Gevorgyan Eva"	"F"	18	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	8	1	1	02:00:00 PM	1
"Lynov Philipp"	"M"	23	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	9	2	2	03:00:00 PM	0
"Sin Dmitry"	"M"	28	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	10	3	3	04:30:00 PM	0
"Rudenko Philipp"	"M"	20	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	11	4	4	05:30:00 PM	0
"Mao Xuanyi"	"F"	27	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	12	5	5	07:00:00 PM	1
"Klyuchko Alexander"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 2"	2	06/20/22	13	6	6	08:00:00 PM	1
"Khachikyan Konstantin"	"M"	27	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	1	1	1	06:00:00 PM	1
"Tarasevich-Nikolayev Arseny"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	2	2	2	06:25:00 PM	1
"Bessonov Ivan"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	3	3	3	06:50:00 PM	1
"Iatcekiw Estefan Vergara"	"M"	18	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	4	4	4	07:30:00 PM	1
"Papoyan Ilya"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	5	5	5	07:55:00 PM	1
"Gevorgyan Eva"	"F"	18	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	6	6	6	08:20:00 PM	1
"Mao Xuanyi"	"F"	27	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	7	7	7	09:00:00 PM	1
"Klyuchko Alexander"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 3 – vocalists"	3	06/22/22	8	8	8	09:25:00 PM	1
"Khachikyan Konstantin"	"M"	27	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/24/22	1	1	1	07:00:00 PM	1
"Tarasevich-Nikolayev Arseny"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/24/22	2	2	2	08:25:00 PM	1
"Bessonov Ivan"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/24/22	3	3	3	09:40:00 PM	1
"Iatcekiw Estefan Vergara"	"M"	18	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/25/22	4	1	1	07:00:00 PM	1
"Papoyan Ilya"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/25/22	5	2	2	08:40:00 PM	1
"Gevorgyan Eva"	"F"	18	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/25/22	6	3	3	10:00:00 PM	1
"Mao Xuanyi"	"F"	27	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/26/22	7	1	1	07:00:00 PM	1
"Klyuchko Alexander"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 3 – orchestra"	3	06/26/22	8	2	2	08:30:00 PM	1
"Pečnik Mia "	"F"		"Paderewski"	"Stage 1"	1	11/07/22	1	1	1	10:00:00 AM	0
"Liu Qiao"	"F"		"Paderewski"	"Stage 1"	1	11/07/22	2	2	2	10:30:00 AM	0
"Wierciński Andrzej"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	3	3	3	11:00:00 AM	0
"Park Youngho"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	4	4	4	11:30:00 AM	0
"Kamplet Nejc"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	5	5	5	12:30:00 PM	0
"Choi Young Sun"	"F"		"Paderewski"	"Stage 1"	1	11/07/22	6	6	6	01:00:00 PM	1
"Lee Jaeyoon"	"F"		"Paderewski"	"Stage 1"	1	11/07/22	7	7	7	01:30:00 PM	0
"Nakamura Yoshimi"	"F"		"Paderewski"	"Stage 1"	1	11/07/22	8	8	1	04:30:00 PM	1
"Wu Jun Lin"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	9	9	2	05:00:00 PM	1
"Kimura Yurika"	"F"		"Paderewski"	"Stage 1"	1	11/07/22	10	10	3	05:30:00 PM	0
"Wieczorek Marcin"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	11	11	4	06:30:00 PM	0
"Pawlak Piotr"	"M"		"Paderewski"	"Stage 1"	1	11/07/22	12	12	5	07:00:00 PM	1
"Zhang Lvjie"	"F"		"Paderewski"	"Stage 1"	1	11/08/22	13	1	1	10:00:00 AM	0
"Jordania Salome"	"F"		"Paderewski"	"Stage 1"	1	11/08/22	14	2	2	10:30:00 AM	1
"Sato Motohiro"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	15	3	3	11:00:00 AM	0
"Takubo Moka"	"F"		"Paderewski"	"Stage 1"	1	11/08/22	16	4	4	11:30:00 AM	1
"Huang Yi Teng"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	17	5	5	12:30:00 PM	1
"Zhao Muzi"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	18	6	6	01:00:00 PM	1
"Krzyżowski Mateusz"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	19	7	7	01:30:00 PM	1
"Han Hee Jun"	"F"		"Paderewski"	"Stage 1"	1	11/08/22	20	8	1	04:30:00 PM	0
"Zhou Noah"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	21	9	2	05:00:00 PM	1
"Choi Won Seok"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	22	10	3	05:30:00 PM	0
"Zhong Yonghuan"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	23	11	4	06:30:00 PM	0
"Cecino Elia"	"M"		"Paderewski"	"Stage 1"	1	11/08/22	24	12	5	07:00:00 PM	1
"Gusachenko Galyna"	"F"		"Paderewski"	"Stage 1"	1	11/09/22	25	1	1	10:00:00 AM	1
"Kałduński Adam"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	26	2	2	10:30:00 AM	1
"Okui Shio"	"F"		"Paderewski"	"Stage 1"	1	11/09/22	27	3	3	11:00:00 AM	1
"Vasilev Georgi"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	28	4	4	11:30:00 AM	1
"Liu Yanan"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	29	5	5	12:30:00 PM	0
"Kim Seunghui"	"F"		"Paderewski"	"Stage 1"	1	11/09/22	30	6	6	01:00:00 PM	0
"Ota Saya"	"F"		"Paderewski"	"Stage 1"	1	11/09/22	31	7	7	01:30:00 PM	1
"Wachowski Jan"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	32	8	1	04:30:00 PM	0
"Lee Minsung"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	33	9	2	05:00:00 PM	0
"López Salas Pedro"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	34	10	3	05:30:00 PM	1
"Bobylova Anfisa"	"F"		"Paderewski"	"Stage 1"	1	11/09/22	35	11	4	06:30:00 PM	0
"Tsang Hin Yat"	"M"		"Paderewski"	"Stage 1"	1	11/09/22	36	12	5	07:00:00 PM	1
"Kim Sunah"	"F"		"Paderewski"	"Stage 1"	1	11/10/22	37	1	1	10:00:00 AM	0
"Imada Atsushi"	"M"		"Paderewski"	"Stage 1"	1	11/10/22	38	2	2	10:30:00 AM	0
"Saienko Danylo"	"M"		"Paderewski"	"Stage 1"	1	11/10/22	39	3	3	11:00:00 AM	1
"Choi Young Sun"	"F"		"Paderewski"	"Stage 2"	2	11/11/22	1	1	1	10:00:00 AM	0
"Nakamura Yoshimi"	"F"		"Paderewski"	"Stage 2"	2	11/11/22	2	2	2	10:45:00 AM	0
"Wu Jun Lin"	"M"		"Paderewski"	"Stage 2"	2	11/11/22	3	3	3	12:00:00 PM	1
"Pawlak Piotr"	"M"		"Paderewski"	"Stage 2"	2	11/11/22	4	4	4	12:45:00 PM	1
"Jordania Salome"	"F"		"Paderewski"	"Stage 2"	2	11/11/22	5	5	1	04:30:00 PM	0
"Takubo Moka"	"F"		"Paderewski"	"Stage 2"	2	11/11/22	6	6	2	05:15:00 PM	1
"Huang Yi Teng"	"M"		"Paderewski"	"Stage 2"	2	11/11/22	7	7	3	06:30:00 PM	1
"Zhao Muzi"	"M"		"Paderewski"	"Stage 2"	2	11/11/22	8	8	4	07:15:00 PM	0
"Krzyżowski Mateusz"	"M"		"Paderewski"	"Stage 2"	2	11/12/22	9	1	1	10:00:00 AM	1
"Zhou Noah"	"M"		"Paderewski"	"Stage 2"	2	11/12/22	10	2	2	10:45:00 AM	0
"Cecino Elia"	"M"		"Paderewski"	"Stage 2"	2	11/12/22	11	3	3	12:00:00 PM	1
"Gusachenko Galyna"	"F"		"Paderewski"	"Stage 2"	2	11/12/22	12	4	4	12:45:00 PM	0
"Kałduński Adam"	"M"		"Paderewski"	"Stage 2"	2	11/12/22	13	5	1	04:30:00 PM	0
"Okui Shio"	"F"		"Paderewski"	"Stage 2"	2	11/12/22	14	6	2	05:15:00 PM	1
"Vasilev Georgi"	"M"		"Paderewski"	"Stage 2"	2	11/12/22	15	7	3	06:30:00 PM	1
"Ota Saya"	"F"		"Paderewski"	"Stage 2"	2	11/12/22	16	8	4	07:15:00 PM	0
"López Salas Pedro"	"M"		"Paderewski"	"Stage 2"	2	11/13/22	17	1	1	10:00:00 AM	1
"Tsang Hin Yat"	"M"		"Paderewski"	"Stage 2"	2	11/13/22	18	2	2	10:45:00 AM	0
"Saienko Danylo"	"M"		"Paderewski"	"Stage 2"	2	11/13/22	19	3	3	12:00:00 PM	1
"Wu Jun Lin"	"M"		"Paderewski"	"Semifinal-recital"	3	11/15/22	1	1	1	10:00:00 AM	0
"Pawlak Piotr"	"M"		"Paderewski"	"Semifinal-recital"	3	11/15/22	2	2	2	10:45:00 AM	1
"Takubo Moka"	"F"		"Paderewski"	"Semifinal-recital"	3	11/15/22	3	3	3	11:30:00 AM	0
"Huang Yi Teng"	"M"		"Paderewski"	"Semifinal-recital"	3	11/15/22	4	4	4	12:45:00 PM	0
"Krzyżowski Mateusz"	"M"		"Paderewski"	"Semifinal-recital"	3	11/15/22	5	5	5	01:30:00 PM	1
"Cecino Elia"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/15/22	1	6	1	04:30:00 PM	0
"Okui Shio"	"F"		"Paderewski"	"Semifinal-concerto"	3	11/15/22	2	7	2	05:15:00 PM	1
"Vasilev Georgi"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/15/22	3	8	3	06:00:00 PM	0
"López Salas Pedro"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/15/22	4	9	4	06:45:00 PM	1
"Saienko Danylo"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/15/22	5	10	5	07:30:00 PM	1
"Cecino Elia"	"M"		"Paderewski"	"Semifinal-recital"	3	11/16/22	6	1	1	10:00:00 AM	0
"Okui Shio"	"F"		"Paderewski"	"Semifinal-recital"	3	11/16/22	7	2	2	10:45:00 AM	1
"Vasilev Georgi"	"M"		"Paderewski"	"Semifinal-recital"	3	11/16/22	8	3	3	11:30:00 AM	0
"López Salas Pedro"	"M"		"Paderewski"	"Semifinal-recital"	3	11/16/22	9	4	4	12:45:00 PM	1
"Saienko Danylo"	"M"		"Paderewski"	"Semifinal-recital"	3	11/16/22	10	5	5	01:30:00 PM	1
"Wu Jun Lin"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/16/22	6	6	1	04:30:00 PM	0
"Pawlak Piotr"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/16/22	7	7	2	05:15:00 PM	1
"Takubo Moka"	"F"		"Paderewski"	"Semifinal-concerto"	3	11/16/22	8	8	3	06:00:00 PM	0
"Huang Yi Teng"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/16/22	9	9	4	06:45:00 PM	0
"Krzyżowski Mateusz"	"M"		"Paderewski"	"Semifinal-concerto"	3	11/16/22	10	10	5	07:30:00 PM	1
"Pawlak Piotr"	"M"		"Paderewski"	"Final"	4	11/18/22	1	1	1	07:00:00 PM	0
"Krzyżowski Mateusz"	"M"		"Paderewski"	"Final"	4	11/18/22	2	2	2	07:00:00 PM	1
"Okui Shio"	"F"		"Paderewski"	"Final"	4	11/18/22	3	3	3	07:00:00 PM	0
"López Salas Pedro"	"M"		"Paderewski"	"Final"	4	11/19/22	4	1	1	07:00:00 PM	1
"Saienko Danylo"	"M"		"Paderewski"	"Final"	4	11/19/22	5	2	2	07:00:00 PM	1
"Mikdad Aidan"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/15/23	1	1	1	02:00:00 PM	0
"Segal Almog"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/15/23	2	2	2	02:00:00 PM	0
"Bui J J Jun Li"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/15/23	3	3	3	02:00:00 PM	1
"Zalmanov Tom"	"M"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/15/23	4	4	1	07:00:00 PM	0
"Yudin Dmitry"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/15/23	5	5	2	07:00:00 PM	1
"Kim Do Hyun"	"M"	28	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/16/23	6	1	1	02:00:00 PM	0
"Sherling Mariamma"	"F"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/16/23	7	2	2	02:00:00 PM	0
"Guarrera Giuseppe"	"M"	31	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/16/23	8	3	1	07:00:00 PM	1
"Yavuz Emre"	"M"	32	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/16/23	9	4	2	07:00:00 PM	0
"Senik Jonathan"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/16/23	10	5	3	07:00:00 PM	0
"Wang Derek"	"M"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	11	1	1	02:00:00 PM	1
"Cecino Elia"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	12	2	2	10:00:00 AM	1
"Aumiller Jonas"	"M"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	13	3	3	10:00:00 AM	1
"Stychkina Alexandra"	"F"	19	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	14	4	1	02:00:00 PM	1
"Zhu Hanyuan"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	15	5	2	02:00:00 PM	0
"Ayadi Nour"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/17/23	16	6	3	02:00:00 PM	0
"Kuroki Yukine"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	17	1	1	10:30:00 AM	1
"Kajenjeri Mirabelle"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	18	2	2	10:30:00 AM	1
"Khozyainov Nikolay"	"M"	30	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	19	3	1	02:30:00 PM	1
"Gigashvili Giorgi"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	20	4	2	02:30:00 PM	1
"Zhou Noah"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	21	5	3	02:30:00 PM	0
"Chen Kevin"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	22	6	1	07:00:00 PM	1
"Prag Itamar"	"M"	28	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/18/23	23	7	2	07:00:00 PM	0
"Eydman Maria"	"F"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/19/23	24	1	1	02:00:00 PM	0
"Park Chaeyoung"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/19/23	25	2	2	02:00:00 PM	1
"Furumi Yasuko"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/19/23	26	3	1	07:00:00 PM	0
"Menguy Rodolphe"	"M"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/19/23	27	4	2	07:00:00 PM	0
"Kuszlik Jakub"	"M"	26	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/19/23	28	5	3	07:00:00 PM	0
"Kuznetsov Nikolai"	"M"	28	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/20/23	29	1	1	11:00:00 AM	0
"Ferro Alberto"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/20/23	30	2	2	11:00:00 AM	1
"Xiong Jiacheng"	"M"	26	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/20/23	31	3	3	11:00:00 AM	0
"Zhang Lixin"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/20/23	32	4	1	03:00:00 PM	1
"Smith Talon"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 1"	1	03/20/23	33	5	2	03:00:00 PM	1
"Bui J J Jun Li"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	1	1	1	02:00:00 PM	0
"Yudin Dmitry"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	2	2	2	02:00:00 PM	0
"Guarrera Giuseppe"	"M"	31	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	3	3	1	05:00:00 PM	0
"Wang Derek"	"M"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	4	4	2	05:00:00 PM	0
"Cecino Elia"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	5	5	1	08:30:00 PM	1
"Aumiller Jonas"	"M"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/21/23	6	6	2	08:30:00 PM	0
"Stychkina Alexandra"	"F"	19	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	7	1	1	02:00:00 PM	0
"Kuroki Yukine"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	8	2	2	02:00:00 PM	1
"Kajenjeri Mirabelle"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	9	3	1	05:00:00 PM	0
"Khozyainov Nikolay"	"M"	30	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	10	4	2	05:00:00 PM	0
"Gigashvili Giorgi"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	11	5	1	08:30:00 PM	1
"Chen Kevin"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/22/23	12	6	2	08:30:00 PM	1
"Park Chaeyoung"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/23/23	13	1	1	11:00:00 AM	1
"Ferro Alberto"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/23/23	14	2	2	11:00:00 AM	1
"Zhang Lixin"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/23/23	15	3	1	02:00:00 PM	0
"Smith Talon"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Stage 2"	2	03/23/23	16	4	2	02:00:00 PM	0
"Cecino Elia"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/24/23	1	1	1	02:00:00 PM	0
"Kuroki Yukine"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/24/23	2	2	2	02:00:00 PM	1
"Gigashvili Giorgi"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/24/23	3	3	3	02:00:00 PM	1
"Chen Kevin"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/25/23	4	1	1	11:00:00 AM	1
"Park Chaeyoung"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/25/23	5	2	2	11:00:00 AM	0
"Ferro Alberto"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final chamber"	3	03/25/23	6	3	3	11:00:00 AM	0
"Cecino Elia"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/26/23	1	1	1	08:00:00 PM	0
"Kuroki Yukine"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/26/23	2	2	2	08:00:00 PM	1
"Gigashvili Giorgi"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/26/23	3	3	3	08:00:00 PM	1
"Chen Kevin"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/27/23	4	1	1	08:00:00 PM	1
"Park Chaeyoung"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/27/23	5	2	2	08:00:00 PM	0
"Ferro Alberto"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final classical concerto"	3	03/27/23	6	3	3	08:00:00 PM	0
"Cecino Elia"	"M"	21	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/29/23	1	1	1	08:00:00 PM	0
"Kuroki Yukine"	"F"	24	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/29/23	2	2	2	08:00:00 PM	1
"Gigashvili Giorgi"	"M"	22	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/29/23	3	3	3	08:00:00 PM	1
"Chen Kevin"	"M"	18	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/30/23	4	1	1	07:00:00 PM	1
"Park Chaeyoung"	"F"	25	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/30/23	5	2	2	07:00:00 PM	0
"Ferro Alberto"	"M"	27	"The 17th Arthur Rubinstein International Piano Master Competition"	"Final grand concerto"	3	03/30/23	6	3	3	07:00:00 PM	0
"Huang Xinyi"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	1	1	1		0
"Joo Gahyeon"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	2	2	2		0
"Kałduński Adam"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	3	3	3		1
"Chang Xing"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	4	4	4		1
"Karaalioglu Lal"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	5	5	5		0
"Kim Seolhwa"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	6	6	6		1
"Lam Ka Ming"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	7	7	7		0
"Maltsev Aleksandr"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	8	8	1		0
"Marek Matouš"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	9	9	2		0
"Mkrtchyan Liana"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	10	10	3		0
"Pichlbauer Florian"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	11	11	4		0
"Saienko Danylo"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	12	12	5		1
"Saiki Marina"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	13	13	6		1
"Sasaki Ryusuke"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	14	14	7		0
"Shaklev Andrej"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	15	15	8		0
"Mandarini Alessandro"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	16	16	9		0
"Torosov Karen"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	17	17	10		0
"Tsujimoto Rikako"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	18	18	11		1
"Anglani Giacomo"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	19	19	12		0
"Bevilacqua Domenico"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	20	20	13		1
"Kang Feng Shen"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	21	21	14		0
"Buggiani Pierpaolo"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/22/23	22	22	15		1
"Kajiwara Ui"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	23	1	1		1
"Buyo Honoka"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	24	2	2		1
"Candotti Michelle"	"F"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	25	3	3		1
"Cesarano Davide"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	26	4	4		0
"Chen Junhui"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	27	5	5		1
"Dekalo Noam"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	28	6	6		0
"Franceschetto Piero"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	29	7	7		0
"Parisato Jacopo"	"M"		"Premio Amadeus 2023"	"Preliminary"	1	03/23/23	30	8	8		0
"Kajiwara Ui"	"F"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	1	1	1	09:30:00 AM	0
"Kałduński Adam"	"M"		"Premio Amadeus 2023"	"Semifinal"	2	03/24/23	2	2	2	09:55:00 AM	1
